SEX,Survival,pop.size,pop.size.prev,Fhat3,MatFhat3,Density
2,1,494,335,-0.00732359,-0.0277784,Medium
2,0,494,335,-0.0103741,-0.0277784,Medium
1,1,494,335,-0.00950089,0.024546,Medium
2,1,494,335,-0.0186167,0.024546,Medium
1,1,494,335,-0.014115,0.024546,Medium
1,1,494,335,0.0203467,0.0147903,Medium
1,0,494,335,-0.0160345,-0.0065419,Medium
1,1,494,335,0.00509015,-0.0065419,Medium
1,1,494,335,-0.0013815,-0.0065419,Medium
1,1,494,335,0.00631799,-0.0175539,Medium
1,1,494,335,-0.0163334,-0.0175539,Medium
1,1,494,335,-0.023028,-0.0175539,Medium
2,1,494,335,0.00459668,-0.00849013,Medium
2,1,494,335,-0.00344631,-0.00380645,Medium
2,1,494,335,0.0235147,-0.00380645,Medium
1,1,494,335,0.00654027,-0.0424486,Medium
2,1,494,335,0.00392324,-0.0424486,Medium
1,1,494,335,-0.0100964,0.00428412,Medium
1,1,494,335,0.0226585,-0.0325686,Medium
1,1,494,335,-0.041785,-0.0185132,Medium
1,1,494,335,0.0297578,-0.0168279,Medium
1,1,494,335,-0.00909043,-0.0168279,Medium
2,1,494,335,0.0584204,-0.047189,Medium
2,1,494,335,-0.0367151,-0.047189,Medium
1,1,494,335,-0.0435211,-0.047189,Medium
1,1,494,335,-0.0246134,-0.047189,Medium
2,1,494,335,-0.0158224,-0.0221249,Medium
2,1,494,335,-0.0131294,-0.0346728,Medium
2,1,494,335,0.0168873,-0.0346728,Medium
1,1,494,335,-0.024283,-0.0346728,Medium
2,1,494,335,-0.0330533,-0.0346728,Medium
1,1,494,335,0.0173532,-0.0346728,Medium
1,1,494,335,0.041888,0.00427019,Medium
1,1,494,335,-0.0226725,-0.016482,Medium
2,1,494,335,0.0126035,-0.016482,Medium
2,1,494,335,-0.03166,-0.016482,Medium
1,1,494,335,-0.0149832,0.00488724,Medium
1,1,494,335,-0.0190787,0.00488724,Medium
1,1,494,335,0.0448465,-0.00508064,Medium
2,0,494,335,0.0359275,-0.00508064,Medium
2,1,494,335,0.0145088,-0.00508064,Medium
2,1,494,335,-0.0209949,0.00940437,Medium
2,1,494,335,0.0757257,-0.00409303,Medium
2,1,494,335,-0.0128655,-0.00409303,Medium
1,1,494,335,0.0223415,-0.0285054,Medium
2,1,494,335,-0.0281997,-0.0285054,Medium
2,1,494,335,0.0107897,-0.0285054,Medium
1,1,494,335,-0.021904,-0.0285054,Medium
1,1,494,335,0.0136922,-0.0285054,Medium
1,1,494,335,-0.0179709,-0.0285054,Medium
1,1,494,335,0.00326406,0.024892,Medium
2,1,494,335,-0.00176859,-0.0285919,Medium
2,1,494,335,0.0560388,-0.0285919,Medium
1,1,494,335,0.0227103,0.00476062,Medium
2,1,494,335,-0.0130999,0.0107203,Medium
1,0,494,335,0.0153944,0.0107203,Medium
1,1,494,335,-0.0176172,0.0107203,Medium
1,1,494,335,-0.00679169,-0.0351052,Medium
1,1,494,335,-0.0388923,-0.0351052,Medium
2,1,494,335,-0.00218283,-0.0351052,Medium
2,1,494,335,-0.00654281,-0.0351052,Medium
1,1,494,335,0.0413015,-0.0138914,Medium
1,1,494,335,0.0213644,-0.0176457,Medium
1,1,494,335,-0.0446396,-0.0248524,Medium
2,1,494,335,0.00314723,-0.0435211,Medium
1,1,494,335,-0.00465321,-0.0435211,Medium
1,1,494,335,0.0161154,-0.0435211,Medium
2,1,494,335,0.00533199,-0.00537301,Medium
2,1,494,335,-0.03209,-0.00537301,Medium
1,1,494,335,-0.0129987,0.0150026,Medium
1,1,494,335,-0.0123377,0.0150026,Medium
1,1,494,335,0.0113288,0.0290555,Medium
2,1,494,335,-0.0414546,0.0290555,Medium
2,1,494,335,0.0775536,0.0290555,Medium
2,1,494,335,0.000327378,-0.00441283,Medium
2,1,494,335,-0.0260539,-0.00441283,Medium
2,1,494,335,-0.00177733,-0.00743591,Medium
1,1,494,335,-0.0132288,-0.00743591,Medium
2,0,494,335,-0.0440276,-0.019448,Medium
1,1,494,335,0.0123664,-0.00176468,Medium
2,1,494,335,0.000886844,-0.00176468,Medium
1,1,494,335,-0.0149622,-0.0221407,Medium
1,1,494,335,-0.000153505,-0.0221407,Medium
1,1,494,335,0.0628082,-0.0221407,Medium
1,1,494,335,-0.0125899,0.0256569,Medium
1,1,494,335,-0.0129099,0.0256569,Medium
1,1,494,335,-0.0157246,-0.0144068,Medium
1,1,494,335,-0.00223139,-0.0144068,Medium
1,1,494,335,0.0215104,0.000164651,Medium
2,1,494,335,0.0108374,0.000164651,Medium
2,1,494,335,0.023997,-0.00416511,Medium
2,1,494,335,-0.0023809,-0.00719734,Medium
1,1,494,335,-0.0327613,-0.00719734,Medium
1,1,494,335,-0.0130308,0.00804569,Medium
1,1,494,335,0.00344078,0.00804569,Medium
2,1,494,335,0.0120386,-0.00452252,Medium
2,1,494,335,-0.0287338,0.00542396,Medium
1,1,494,335,0.00883565,0.00542396,Medium
1,1,494,335,0.0122154,-0.0445339,Medium
1,1,494,335,0.00512565,-0.0445339,Medium
2,0,494,335,-0.021513,-0.0445339,Medium
2,1,494,335,-0.0030286,-0.0445339,Medium
2,1,494,335,-0.0138736,0.0297578,Medium
1,1,494,335,-0.0259081,-0.0247222,Medium
2,1,494,335,0.0460957,-0.0247222,Medium
2,1,494,335,-0.00209731,-0.0247222,Medium
1,1,494,335,-0.00878097,-0.038692,Medium
2,1,494,335,0.0309423,-0.0189787,Medium
2,1,494,335,0.0192223,-0.0189787,Medium
1,1,494,335,-0.00957748,0.000673285,Medium
2,1,494,335,0.02814,0.0229202,Medium
2,1,494,335,0.010962,0.0229202,Medium
1,1,494,335,0.0184886,0.0229202,Medium
1,1,494,335,-0.0119274,0.0229202,Medium
2,1,494,335,-0.00800975,-0.0174209,Medium
1,1,494,335,0.0299821,-0.0174209,Medium
1,1,494,335,-0.0334111,-0.0100964,Medium
2,1,494,335,-0.00401308,-0.0194769,Medium
2,1,494,335,-0.0117434,-0.0194769,Medium
2,0,494,335,-0.00919548,-0.0241541,Medium
1,1,494,335,-0.00885111,-0.0241541,Medium
2,0,494,335,-0.027077,-0.00861223,Medium
1,1,494,335,0.0109285,-0.0185378,Medium
2,1,494,335,0.037747,-0.0185378,Medium
1,1,494,335,-0.0139712,-0.0185378,Medium
2,1,494,335,0.0176482,-0.0170521,Medium
1,1,494,335,-0.0251947,-0.0170521,Medium
1,1,494,335,0.0203355,-0.0170521,Medium
1,1,494,335,0.00845233,-0.0116791,Medium
2,1,494,335,0.0108643,-0.0187849,Medium
1,1,494,335,-0.0224493,-0.0187849,Medium
1,1,494,335,-0.0183992,-0.00302333,Medium
2,1,494,335,-0.0187859,-0.0388923,Medium
2,1,494,335,-0.0232589,-0.0388923,Medium
1,1,494,335,0.020271,0.0628082,Medium
1,1,494,335,0.0363255,0.0628082,Medium
1,1,494,335,-0.017804,-0.0329637,Medium
1,1,494,335,-0.02298,-0.0329637,Medium
1,1,494,335,-0.0388396,-0.0329637,Medium
1,1,494,335,-0.0160879,-0.0329637,Medium
1,1,494,335,0.0333449,0.0213644,Medium
2,1,494,335,0.0345786,-0.0132288,Medium
2,1,494,335,-0.0365612,-0.0125899,Medium
1,1,494,335,0.000198,0.0448064,Medium
1,1,494,335,0.0108097,0.0448064,Medium
1,1,494,335,-0.0153659,0.00326406,Medium
1,1,494,335,0.0322605,0.0245727,Medium
2,1,494,335,-0.015969,0.0245727,Medium
1,1,494,335,0.00817767,-0.0210904,Medium
2,1,494,335,-0.00213011,-0.0210904,Medium
2,1,494,335,0.0356899,0.0136922,Medium
1,1,494,335,0.0158717,0.0136922,Medium
1,1,494,335,0.0107072,0.000648107,Medium
2,1,494,335,-0.0178538,0.000648107,Medium
1,1,494,335,-0.0206345,0.0173532,Medium
1,1,494,335,-0.0156479,-0.00986658,Medium
2,0,494,335,-0.010372,-0.00986658,Medium
2,1,494,335,0.0255895,-0.00986658,Medium
2,1,494,335,0.0177147,-0.00603254,Medium
2,1,494,335,-0.0109932,-0.00603254,Medium
1,0,494,335,0.00262078,-0.00603254,Medium
2,1,494,335,-0.0129903,-0.013562,Medium
1,0,494,335,0.00225688,0.0299821,Medium
2,1,494,335,-0.00644204,0.0420091,Medium
2,1,494,335,-0.0161712,0.0420091,Medium
2,0,494,335,0.000634115,-0.0165567,Medium
2,1,494,335,0.00111864,-0.0277279,Medium
2,1,494,335,-0.0136453,-0.024045,Medium
1,1,494,335,-0.0123061,-0.024045,Medium
1,0,494,335,-0.01566,-0.0405078,Medium
2,1,494,335,-0.00708474,-0.0405078,Medium
1,1,494,335,0.0116686,0.0290182,Medium
2,1,494,335,-0.0175685,-0.0248841,Medium
1,1,494,335,0.0143032,-0.0110349,Medium
1,1,494,335,0.00122944,0.0068709,Medium
1,1,494,335,-0.0194211,0.00958511,Medium
1,1,494,335,0.0190846,-0.0052504,Medium
1,0,494,335,0.0272468,-0.0052504,Medium
1,1,494,335,-0.00536259,-0.0052504,Medium
2,1,494,335,0.00253475,-0.00465321,Medium
2,1,494,335,0.0400225,-0.00909043,Medium
2,1,494,335,-0.0116517,-0.0206345,Medium
1,1,494,335,0.0331799,-0.0206345,Medium
1,1,494,335,-0.00937755,-0.024283,Medium
2,1,494,335,-0.0242481,-0.0327553,Medium
2,1,494,335,-0.0333686,0.00290997,Medium
1,1,494,335,0.0108448,0.00290997,Medium
1,0,494,335,0.0275103,-0.0118826,Medium
2,1,494,335,0.00218269,0.00883565,Medium
2,1,494,335,-0.0284447,0.00883565,Medium
1,1,494,335,-0.0381985,0.0124036,Medium
2,1,494,335,-0.0124572,-0.0139712,Medium
2,1,494,335,-0.00844752,-0.000153505,Medium
1,1,494,335,-0.0260488,-0.0149622,Medium
1,1,494,335,-0.0082893,-0.0013815,Medium
1,1,494,335,-0.0210571,0.00381845,Medium
2,1,494,335,-0.00432626,-0.0253554,Medium
1,0,494,335,-0.0120515,0.00496201,Medium
2,1,494,335,-0.00222224,-0.00478591,Medium
1,0,494,335,0.0056422,-0.0129099,Medium
1,1,494,335,0.0045062,0.00512565,Medium
2,0,494,335,0.0130488,0.00654027,Medium
1,1,494,335,0.0114735,0.0215104,Medium
1,0,494,335,-0.030939,-0.02298,Medium
1,1,494,335,0.0267795,0.0108448,Medium
2,0,494,335,-0.0252766,0.0116686,Medium
2,1,494,335,-0.018742,0.0363255,Medium
1,1,494,335,-0.013541,-0.0334111,Medium
1,1,494,335,0.0449911,-0.0123377,Medium
1,0,494,335,-0.0317006,-0.021904,Medium
2,1,494,335,0.0228405,0.0448465,Medium
2,0,494,335,-0.0189111,-0.0112666,Medium
2,1,494,335,0.0287635,-0.036066,Medium
1,1,494,335,0.0555183,-0.0318351,Medium
1,1,542,575,-0.0169987,-0.0254004,Medium
1,1,542,575,-0.00381165,-0.0254004,Medium
1,0,542,575,-0.00882678,-0.0430078,Medium
2,1,542,575,0.015018,-0.0430078,Medium
1,1,542,575,0.0191145,-0.0149599,Medium
2,1,542,575,-0.00658843,-0.0149599,Medium
1,1,542,575,-0.0325757,-0.00476325,Medium
1,1,542,575,-0.0142433,-0.0156891,Medium
1,1,542,575,0.0464599,-0.0156891,Medium
1,1,542,575,-0.0422779,-0.00910843,Medium
2,1,542,575,-0.0228884,0.0230195,Medium
1,1,542,575,0.00105423,0.023161,Medium
1,1,542,575,0.00127465,0.023161,Medium
1,1,542,575,0.0136473,-0.00933612,Medium
1,1,542,575,-0.0168895,-0.0307197,Medium
1,1,542,575,-0.00285481,-0.0316322,Medium
2,1,542,575,0.0122853,-0.0298745,Medium
2,1,542,575,0.0189211,-0.0298745,Medium
1,1,542,575,0.00298122,-0.00112828,Medium
1,1,542,575,-0.0238475,-0.00112828,Medium
1,1,542,575,0.0232259,-0.00112828,Medium
1,1,542,575,-0.0169381,-0.0194843,Medium
1,1,542,575,-0.0171053,-0.0679467,Medium
1,1,542,575,-0.0324795,-0.0156984,Medium
1,1,542,575,0.0308941,-0.0205386,Medium
1,1,542,575,-0.0193991,-0.0420903,Medium
1,1,542,575,-0.0336857,-0.00298911,Medium
1,1,542,575,-0.0144918,-0.00298911,Medium
1,1,542,575,-0.013717,0.0142519,Medium
2,1,542,575,0.00732147,0.0142519,Medium
1,1,542,575,-0.0102402,0.0193951,Medium
1,1,542,575,-0.0161527,-0.0227945,Medium
1,0,542,575,-0.0205868,-0.0586165,Medium
1,1,542,575,-0.0367469,-0.0586165,Medium
1,1,542,575,-0.00605648,-0.0153665,Medium
2,0,542,575,-0.0323939,-0.0153665,Medium
1,1,542,575,-0.00469445,0.00481593,Medium
1,0,542,575,0.0150971,-0.00971986,Medium
2,1,542,575,0.0697502,-0.00584356,Medium
1,1,542,575,-0.027793,-0.00584356,Medium
1,1,542,575,0.0373364,-0.00218145,Medium
1,1,542,575,0.018656,0.0204674,Medium
2,1,542,575,-0.00735312,0.0204674,Medium
1,1,542,575,-0.00651364,0.0204674,Medium
1,1,542,575,0.0285353,0.00563373,Medium
1,1,542,575,0.0340076,0.00563373,Medium
1,1,542,575,-0.0291456,0.00563373,Medium
1,0,542,575,0.00125462,-0.017113,Medium
2,0,542,575,0.0160169,-0.0180991,Medium
1,1,542,575,-0.0189965,-0.0180991,Medium
1,1,542,575,0.00597067,-0.0115608,Medium
1,1,542,575,-0.0437647,-0.0115608,Medium
1,1,542,575,-0.00640902,-0.045707,Medium
1,1,542,575,0.0147903,-0.045707,Medium
1,1,542,575,-0.00450171,-0.0196544,Medium
1,1,542,575,0.0129887,-0.0196544,Medium
2,0,542,575,-0.00702778,-0.0275858,Medium
1,1,542,575,-0.0443268,-0.0275858,Medium
1,0,542,575,-0.00559008,0.0365382,Medium
2,1,542,575,-0.00995659,0.0365382,Medium
1,1,542,575,0.0157588,0.0365382,Medium
2,1,542,575,-0.00964676,0.0365382,Medium
2,1,542,575,-0.0182608,0.0365382,Medium
2,1,542,575,0.00864976,0.0566218,Medium
1,1,542,575,-0.0237038,0.0566218,Medium
1,1,542,575,-0.026606,-0.0474636,Medium
1,1,542,575,-0.000918347,-0.0300859,Medium
1,1,542,575,0.000182647,-0.0170812,Medium
1,1,542,575,0.000887011,-0.00115031,Medium
1,1,542,575,-0.0386274,-0.0203743,Medium
2,1,542,575,-0.0128756,-0.0203743,Medium
1,0,542,575,-0.023214,0.02911,Medium
1,1,542,575,-0.0229408,0.02911,Medium
2,1,542,575,0.00260314,0.02911,Medium
1,1,542,575,0.00735729,0.02911,Medium
2,0,542,575,0.0395132,0.0444078,Medium
2,1,542,575,0.0167186,0.0444078,Medium
1,1,542,575,-0.0367599,0.0444078,Medium
1,1,542,575,0.00294973,-0.0258393,Medium
2,1,542,575,-0.0461168,-0.0258393,Medium
1,0,542,575,-0.00914648,0.00420851,Medium
1,1,542,575,0.0150026,-0.0166915,Medium
1,NA,542,575,0.0400535,-0.0166915,Medium
2,0,542,575,0.00971635,-0.0166915,Medium
1,0,542,575,-0.0447254,0.0305395,Medium
2,1,542,575,-0.00356255,0.0305395,Medium
1,1,542,575,-0.0199272,0.0305395,Medium
2,1,542,575,0.0161721,0.00410781,Medium
1,1,542,575,-0.0319793,-0.0143185,Medium
1,1,542,575,-0.000163349,-0.0143185,Medium
1,1,542,575,0.00542396,-0.0143185,Medium
1,1,542,575,0.0164487,0.00303551,Medium
1,1,542,575,0.0021071,0.0121915,Medium
1,1,542,575,-0.0516398,0.0121915,Medium
2,0,542,575,-0.0209171,-0.04501,Medium
1,1,542,575,0.15687,-0.04501,Medium
1,1,542,575,0.0357507,-0.04501,Medium
2,0,542,575,0.00680839,0.044664,Medium
1,1,542,575,-0.00987498,0.044664,Medium
1,1,542,575,-0.00778307,0.044664,Medium
1,1,542,575,0.00679361,-0.00223706,Medium
2,0,542,575,-0.0106011,-0.00223706,Medium
1,1,542,575,0.00748992,-0.00223706,Medium
1,1,542,575,0.0188523,-0.0465336,Medium
2,1,542,575,-0.0117754,-0.0177367,Medium
2,1,542,575,-0.0336432,-0.0177367,Medium
1,1,542,575,-0.0176457,-0.0177367,Medium
1,1,542,575,0.0209299,-0.0177367,Medium
2,0,542,575,0.0230366,-0.0177367,Medium
1,1,542,575,0.0136103,-0.0174793,Medium
1,1,542,575,-0.0346728,-0.0203103,Medium
1,1,542,575,0.034071,-0.0219129,Medium
1,1,542,575,-0.00707852,-0.0219129,Medium
1,1,542,575,0.00428412,-0.0294898,Medium
1,1,542,575,-0.0248524,-0.0294898,Medium
1,1,542,575,0.0301612,-0.0294898,Medium
1,0,542,575,0.024871,-0.0294898,Medium
1,0,542,575,-0.0158653,-0.0294898,Medium
1,1,542,575,-0.0194769,0.00265591,Medium
2,1,542,575,-0.0124937,0.00265591,Medium
2,1,542,575,-0.0198075,0.00265591,Medium
1,1,542,575,0.0107428,-0.0369377,Medium
2,0,542,575,0.0235166,-0.0369377,Medium
2,1,542,575,0.00774117,0.0035052,Medium
2,0,542,575,0.0168143,-0.0204721,Medium
1,0,542,575,0.0149,-0.0204721,Medium
2,1,542,575,0.0216881,0.00906772,Medium
1,1,542,575,0.00804569,0.00906772,Medium
1,1,542,575,-0.0175539,0.00906772,Medium
1,1,542,575,-0.00482683,0.00906772,Medium
1,1,542,575,-0.0309844,-0.0184544,Medium
2,0,542,575,0.0375894,-0.0184544,Medium
1,1,542,575,0.0024058,0.00447446,Medium
2,1,542,575,0.0157157,0.00447446,Medium
1,0,542,575,0.0263323,0.00447446,Medium
1,1,542,575,0.0417011,-0.0232324,Medium
2,0,542,575,-0.0114559,-0.0232324,Medium
1,1,542,575,-0.0477441,-0.0213953,Medium
1,1,542,575,-0.00392794,-0.0354907,Medium
2,0,542,575,-0.00178048,-0.0354907,Medium
1,1,542,575,-0.0277784,-0.0336857,Medium
2,1,542,575,-0.0409866,-0.0336857,Medium
1,1,542,575,0.0140487,-0.00605648,Medium
1,1,542,575,-0.047189,-0.00605648,Medium
1,1,542,575,-0.0138914,-0.00605648,Medium
2,NA,542,575,0.027561,-0.00605648,Medium
2,1,542,575,0.0169919,-0.00605648,Medium
1,1,542,575,0.0142161,-0.0621841,Medium
2,0,542,575,-0.0193341,-0.0621841,Medium
2,0,542,575,-0.0246374,-0.0621841,Medium
1,1,542,575,0.000165758,0.0232259,Medium
1,1,542,575,0.0481252,0.0285353,Medium
2,0,542,575,0.00757071,0.0285353,Medium
1,1,542,575,0.00466271,0.0373364,Medium
1,1,542,575,-0.0241541,0.0373364,Medium
1,1,542,575,-0.00849013,-0.0437647,Medium
1,1,542,575,0.00925801,-0.0437647,Medium
1,1,542,575,0.0338199,0.0130153,Medium
1,1,542,575,-0.0325686,0.0130153,Medium
1,1,542,575,-0.0065419,0.0226486,Medium
1,1,542,575,0.0335672,0.0226486,Medium
1,1,542,575,-0.0277001,-0.0169381,Medium
1,1,542,575,0.00427019,-0.0367469,Medium
2,0,542,575,-0.026414,-0.0367469,Medium
1,1,542,575,-0.018345,-0.0367469,Medium
1,0,542,575,-0.0129788,0.0129887,Medium
1,0,542,575,-0.019072,0.0136473,Medium
2,0,542,575,-0.00493479,-0.0447254,Medium
1,1,542,575,-0.0354301,-0.0199272,Medium
1,1,542,575,0.0221571,-0.0199272,Medium
1,1,542,575,-0.0462576,-0.0199272,Medium
2,1,542,575,-0.0334638,0.0150971,Medium
2,1,542,575,-0.0397828,0.0150971,Medium
1,1,542,575,0.00488724,0.0150971,Medium
2,0,542,575,0.00640201,-0.0205868,Medium
1,0,542,575,0.0256324,-0.0205868,Medium
1,0,542,575,-0.0201346,0.0387321,Medium
1,1,542,575,-0.0364564,0.0417011,Medium
2,0,542,575,-0.0236562,-0.00469445,Medium
2,1,542,575,-0.005691,0.00294973,Medium
2,1,542,575,0.0247026,0.024871,Medium
2,1,542,575,-0.0149827,-0.0237038,Medium
1,1,542,575,-0.0221249,-0.0237038,Medium
1,1,542,575,0.024546,-0.0237038,Medium
1,1,542,575,-0.00463847,-0.0237038,Medium
1,1,542,575,0.00281088,-0.0237038,Medium
1,1,542,575,-0.0174209,-0.00875739,Medium
1,1,542,575,-0.0165183,-0.00875739,Medium
1,1,542,575,0.0138762,-0.00875739,Medium
2,1,542,575,0.121918,-0.0367599,Medium
2,1,542,575,-0.0192769,-0.0367599,Medium
1,1,542,575,-0.0175016,-0.0367599,Medium
1,1,542,575,-0.0168279,-0.0135042,Medium
2,1,542,575,0.00966515,-0.0135042,Medium
2,1,542,575,-0.0183241,-0.0144574,Medium
2,0,542,575,0.0205187,-0.0144574,Medium
2,0,542,575,-0.00060538,-0.0144574,Medium
1,1,542,575,-0.00688789,-0.0237418,Medium
1,1,542,575,-0.00452252,0.00894754,Medium
1,1,542,575,-0.00441283,-0.013717,Medium
2,0,542,575,-0.0136298,-0.013717,Medium
1,0,542,575,0.0633485,-0.013717,Medium
1,1,542,575,-0.0111592,-0.00651364,Medium
1,0,542,575,-0.00755289,-0.00651364,Medium
1,1,542,575,0.00367287,0.0179136,Medium
1,1,542,575,0.011625,-0.00882678,Medium
1,1,542,575,-0.0101864,-0.00882678,Medium
1,1,542,575,0.000888445,-0.00882678,Medium
2,0,542,575,0.0520182,0.00679361,Medium
1,1,542,575,-0.0424486,0.00679361,Medium
1,1,542,575,-0.00454915,0.0431248,Medium
1,1,542,575,0.00448157,-0.00691669,Medium
1,1,542,575,-0.0346105,-0.018545,Medium
1,1,542,575,0.000673285,-0.018545,Medium
1,1,542,575,-0.015633,0.0188523,Medium
1,1,542,575,0.00911993,-0.00285481,Medium
2,1,542,575,-0.0249082,-0.00285481,Medium
2,0,542,575,-0.000333601,0.00925801,Medium
1,1,542,575,-0.0247222,-0.00381165,Medium
2,1,542,575,0.0326092,-0.00381165,Medium
1,1,542,575,0.0269652,0.00105423,Medium
1,0,542,575,-0.0141872,0.00105423,Medium
2,0,542,575,-0.0255355,0.00105423,Medium
2,0,542,575,0.00764591,0.00105423,Medium
1,1,542,575,-0.00380645,0.00298122,Medium
2,1,542,575,0.00745226,-0.00987498,Medium
2,1,542,575,0.0116125,-0.00987498,Medium
1,1,542,575,-0.038692,-0.00987498,Medium
1,0,542,575,-0.00405084,-0.027793,Medium
1,1,542,575,-0.0285054,-0.0324795,Medium
1,0,542,575,-0.0175213,-0.0324795,Medium
2,1,542,575,0.0447504,-0.0354301,Medium
2,0,542,575,-0.00522234,-0.00914648,Medium
2,1,542,575,-0.0186828,-0.00914648,Medium
2,0,542,575,-0.0518081,-0.00914648,Medium
2,1,542,575,-0.0198646,0.0108961,Medium
2,1,542,575,-0.0194976,-0.00640902,Medium
1,1,542,575,-0.0111947,0.0464599,Medium
2,1,542,575,1.48E-05,0.00125462,Medium
1,0,542,575,-0.00492718,0.00125462,Medium
1,0,542,575,-0.0124055,0.00125462,Medium
2,0,542,575,-0.00387117,0.0164487,Medium
1,1,542,575,0.0339683,0.00748992,Medium
1,0,542,575,-0.00288997,-0.0386274,Medium
2,1,542,575,-0.0386955,-0.0386274,Medium
1,1,542,575,-0.0197946,-0.0386274,Medium
2,0,542,575,-0.0143001,-0.00590576,Medium
1,0,542,575,0.0394894,-0.00590576,Medium
1,0,542,575,0.0300976,-0.01564,Medium
1,1,542,575,-0.0113762,0.15687,Medium
2,0,542,575,-0.000480281,0.15687,Medium
2,0,542,575,0.0211841,0.034071,Medium
2,0,542,575,0.00342847,0.034071,Medium
1,0,542,575,-0.00562646,0.00597067,Medium
2,1,542,575,0.00380745,0.00597067,Medium
1,1,542,575,0.00940437,-0.000163349,Medium
2,1,542,575,0.00381749,-0.000918347,Medium
2,1,542,575,0.0195681,-0.0422779,Medium
2,1,542,575,-0.00643644,0.0021071,Medium
2,NA,542,575,-0.0258094,-0.0111592,Medium
2,1,542,575,-0.00474156,-0.0111592,Medium
2,0,542,575,0.0249306,-0.0144918,Medium
2,1,542,575,0.0083209,0.0221571,Medium
1,1,542,575,-0.0445339,-0.0248225,Medium
1,1,542,575,-0.0192456,0.00367287,Medium
1,1,542,575,-0.0189787,0.00367287,Medium
1,1,542,575,-0.00409303,-0.0319793,Medium
2,0,542,575,-0.00934137,-0.0319793,Medium
1,1,542,575,0.00889537,-0.0319793,Medium
1,1,542,575,-0.00537301,-0.018345,Medium
2,0,542,575,-0.025817,-0.018345,Medium
2,0,542,575,-0.0195723,0.00295905,Medium
1,1,542,575,0.0229202,-0.0238475,Medium
2,1,542,575,-0.00923876,0.00911993,Medium
1,0,542,575,0.00901214,0.00281088,Medium
2,0,542,575,-0.000761096,0.018656,Medium
2,0,542,575,0.021513,0.0301612,Medium
1,1,542,575,0.0160023,0.0301612,Medium
2,0,542,575,-0.0355714,-0.0291456,Medium
2,0,542,575,0.0036591,0.0335672,Medium
2,1,542,575,-0.0153126,0.0481252,Medium
1,1,542,575,0.00371418,-0.0325757,Medium
1,0,542,575,0.00505597,-0.0325757,Medium
1,1,542,575,-0.0185132,-0.0325757,Medium
1,1,542,575,-0.00676305,-0.0229408,Medium
2,1,542,575,0.00107441,-0.0171053,Medium
1,1,542,575,-0.00606993,-0.0102402,Medium
2,0,542,575,-0.00855532,-0.0102402,Medium
2,1,542,575,-0.0392612,-0.0130947,Medium
2,1,542,575,0.0452465,-0.0130947,Medium
1,1,542,575,-0.0186017,0.0138762,Medium
1,1,542,575,-0.00939888,0.0140487,Medium
2,1,542,575,-0.0564667,-0.0142433,Medium
1,1,542,575,0.0143254,0.024546,Medium
2,1,542,575,-0.00168104,0.032202,Medium
1,0,542,575,-0.0159066,-0.026606,Medium
2,1,542,575,-0.005857,-0.026606,Medium
1,1,542,575,0.00886179,0.0147903,Medium
2,0,542,575,0.0374074,0.0446708,Medium
2,0,542,575,-0.0152814,-0.0462576,Medium
2,0,542,575,-0.0301964,-0.0175016,Medium
2,0,542,575,-0.0165701,-0.0424486,Medium
1,1,542,575,-0.0100964,0.00428412,Medium
1,0,542,575,-0.017534,-0.00816571,Medium
1,1,542,575,0.0297578,-0.0168279,Medium
2,1,542,575,0.0159527,-0.047189,Medium
1,1,542,575,-0.0435211,-0.047189,Medium
2,0,542,575,-0.0275652,0.0142161,Medium
1,1,542,575,0.0418333,-0.000427309,Medium
2,0,542,575,0.00770481,0.00427019,Medium
2,1,542,575,0.00160913,-0.00778307,Medium
1,0,542,575,0.0104759,-0.00392794,Medium
2,1,542,575,-0.00465206,0.00940437,Medium
1,1,542,575,0.018937,-0.00409303,Medium
1,0,542,575,-0.0389108,0.0107203,Medium
1,0,542,575,-0.0144014,0.0290555,Medium
1,0,567,447,-0.0185378,-0.0213329,Medium
1,0,567,447,-0.0138914,-0.00605648,Medium
1,0,567,447,0.00427019,-0.0367469,Medium
1,0,567,447,-0.0165183,-0.00875739,Medium
1,1,567,447,0.0186275,-0.00875739,Medium
1,1,567,447,-0.0196283,-0.00875739,Medium
1,1,567,447,0.0068709,-0.00651364,Medium
1,1,567,447,0.00738478,-0.0354301,Medium
1,1,567,447,-0.0287033,-0.0354301,Medium
1,1,567,447,-0.0210904,0.00748992,Medium
1,1,567,447,-0.0118826,0.00748992,Medium
1,1,567,447,0.0155828,0.0257699,Medium
1,1,567,447,-0.0436209,-0.01564,Medium
1,1,567,447,-0.00302333,-0.000163349,Medium
1,1,567,447,-0.0146964,-0.000163349,Medium
1,0,567,447,-0.00603254,-0.000918347,Medium
1,1,567,447,0.00290997,-0.0422779,Medium
1,1,567,447,-0.0277583,-0.0284205,Medium
1,1,567,447,0.00564231,0.0313514,Medium
1,1,567,447,-0.0346903,0.0313514,Medium
1,0,567,447,-0.0376297,0.0221571,Medium
1,0,567,447,-0.0445339,-0.0248225,Medium
1,1,567,447,-0.00755827,-0.0319793,Medium
1,1,567,447,-0.0242552,-0.018345,Medium
1,1,567,447,-0.0334529,-0.0325757,Medium
1,1,567,447,-0.0052504,-0.0102402,Medium
2,0,567,447,-0.00732359,-0.0277784,Medium
