SEX,Survival,pop.size,pop.size.prev,Fhat3,MatFhat3,Density
1,1,443,321,-0.00640902,-0.045707,Low
1,0,443,321,0.00483539,-0.045707,Low
1,0,443,321,0.00935381,-0.00272991,Low
2,0,443,321,0.000347944,-0.00272991,Low
2,1,443,321,-0.0486158,-0.00272991,Low
2,1,443,321,0.0386944,-0.0196544,Low
1,1,443,321,0.0129887,-0.0196544,Low
1,1,443,321,-0.00450171,-0.0196544,Low
1,1,443,321,-0.0443268,-0.0275858,Low
2,0,443,321,-0.0102737,0.0365382,Low
2,1,443,321,-0.00995659,0.0365382,Low
1,1,443,321,0.0157588,0.0365382,Low
2,1,443,321,-0.0182608,0.0365382,Low
2,1,443,321,0.0166354,0.0566218,Low
1,1,443,321,-0.0237038,0.0566218,Low
2,1,443,321,0.00387034,-0.0427533,Low
1,1,443,321,-0.000918347,-0.0300859,Low
1,0,443,321,-0.0317103,-0.0300859,Low
2,1,443,321,-0.0285861,-0.0300859,Low
1,0,443,321,-0.0368268,-0.0170812,Low
1,1,443,321,-0.0241566,-0.0170812,Low
2,0,443,321,0.0335181,-0.0127459,Low
1,1,443,321,0.000887011,-0.00115031,Low
1,1,443,321,-0.0386274,-0.0203743,Low
2,1,443,321,0.0296545,0.02911,Low
2,1,443,321,-0.00816625,0.02911,Low
1,1,443,321,-0.0229408,0.02911,Low
2,0,443,321,0.0207429,0.02911,Low
1,1,443,321,0.00735729,0.02911,Low
2,1,443,321,0.00560286,0.0444078,Low
1,1,443,321,-0.0367599,0.0444078,Low
2,1,443,321,-0.0176379,0.016204,Low
1,0,443,321,-0.00365371,0.016204,Low
1,0,443,321,0.0186158,0.016204,Low
1,0,443,321,0.0108961,-0.0258393,Low
2,1,443,321,-0.0461168,-0.0258393,Low
1,1,443,321,0.00294973,-0.0258393,Low
1,1,443,321,-0.00914648,0.00420851,Low
1,0,443,321,0.010973,0.00420851,Low
2,1,443,321,-0.00133707,-0.0166915,Low
1,0,443,321,0.0455544,-0.0166915,Low
2,0,443,321,-0.018085,0.0305395,Low
1,1,443,321,-0.0447254,0.0305395,Low
2,1,443,321,-0.00356255,0.0305395,Low
1,1,443,321,-0.0199272,0.0305395,Low
2,1,443,321,-0.0120809,-0.0502031,Low
2,1,443,321,-0.0303941,0.00410781,Low
2,0,443,321,-0.0668126,0.00410781,Low
1,1,443,321,-0.000163349,-0.0143185,Low
2,1,443,321,0.0122086,-0.0143185,Low
1,1,443,321,-0.0319793,-0.0143185,Low
1,1,443,321,0.0164487,0.00303551,Low
1,0,443,321,-0.0229541,0.00303551,Low
2,0,443,321,-0.0138276,0.00303551,Low
1,0,443,321,-0.00861238,0.0121915,Low
2,1,443,321,-0.0173945,0.0121915,Low
1,1,443,321,0.0021071,0.0121915,Low
2,1,443,321,-0.0473316,-0.04501,Low
1,1,443,321,0.15687,-0.04501,Low
1,1,443,321,-0.00987498,0.044664,Low
1,0,443,321,0.00458727,0.044664,Low
1,1,443,321,0.00748271,0.044664,Low
1,1,443,321,0.00748992,-0.00223706,Low
2,1,443,321,-0.0200838,-0.00223706,Low
1,1,443,321,0.00679361,-0.00223706,Low
1,1,443,321,0.0188523,-0.0465336,Low
1,1,443,321,-0.0206908,0.00194445,Low
2,1,443,321,-0.00867426,0.00194445,Low
1,1,443,321,0.0209299,-0.0177367,Low
2,1,443,321,0.0176768,-0.0177367,Low
2,1,443,321,0.00658224,-0.0174793,Low
2,0,443,321,0.0115518,-0.0203103,Low
1,0,443,321,0.0164089,-0.0203103,Low
1,1,443,321,-0.00707852,-0.0219129,Low
1,0,443,321,0.0142711,-0.0219129,Low
1,1,443,321,0.034071,-0.0219129,Low
1,0,443,321,-0.0329796,-0.0219129,Low
1,1,443,321,0.024871,-0.0294898,Low
2,1,443,321,-0.0222664,-0.0294898,Low
1,1,443,321,0.0301612,-0.0294898,Low
1,0,443,321,-0.0127953,-0.0294898,Low
2,1,443,321,-0.0198075,0.00265591,Low
2,1,443,321,-0.00394802,0.00265591,Low
2,1,443,321,-0.0390045,-0.0369377,Low
1,1,443,321,0.0107428,-0.0369377,Low
1,0,443,321,0.0223282,0.0035052,Low
2,0,443,321,-0.0271909,-0.0204721,Low
2,1,443,321,0.0129579,-0.0426187,Low
2,1,443,321,-0.0504295,0.00906772,Low
1,1,443,321,-0.0237418,0.00906772,Low
1,1,443,321,-0.0309844,-0.0184544,Low
2,1,443,321,0.0249085,-0.0184544,Low
2,1,443,321,0.0120812,0.00447446,Low
2,1,443,321,0.0157157,0.00447446,Low
1,1,443,321,0.0417011,-0.0232324,Low
1,0,443,321,-0.0297161,-0.0232324,Low
1,0,443,321,-0.00920072,-0.0232324,Low
2,1,443,321,-0.00110397,-0.0336857,Low
2,1,443,321,-0.0150332,0.00483539,Low
2,1,443,321,0.0179264,-0.00605648,Low
2,1,443,321,-0.0253817,-0.00605648,Low
1,0,443,321,-0.00536748,-0.0621841,Low
1,0,443,321,-0.041758,-0.0621841,Low
1,1,443,321,0.000165758,0.0232259,Low
1,1,443,321,0.0481252,0.0285353,Low
2,0,443,321,0.0208423,0.0373364,Low
2,0,443,321,-0.00814078,0.0373364,Low
1,0,443,321,0.15357,-0.0437647,Low
1,1,443,321,0.00925801,-0.0437647,Low
2,0,443,321,0.128257,-0.0437647,Low
1,1,443,321,0.0335672,0.0226486,Low
1,0,443,321,0.0141357,0.000887011,Low
1,0,443,321,-0.018326,-0.0329796,Low
1,1,443,321,-0.018345,-0.0367469,Low
2,0,443,321,-0.00130066,-0.0461215,Low
1,0,443,321,-0.0335264,-0.0461215,Low
2,1,443,321,0.0298695,0.0921112,Low
2,1,443,321,0.0173348,-0.0447254,Low
1,1,443,321,-0.0354301,-0.0199272,Low
1,1,443,321,0.0221571,-0.0199272,Low
2,1,443,321,0.00128476,0.0150971,Low
2,1,443,321,0.0125943,-0.0205868,Low
2,0,443,321,-0.00616084,0.0417011,Low
1,0,443,321,0.0104159,0.0417011,Low
2,0,443,321,-0.0196387,0.024871,Low
1,1,443,321,0.00281088,-0.0237038,Low
1,0,443,321,-0.0427335,-0.0237038,Low
1,1,443,321,0.0138762,-0.00875739,Low
2,1,443,321,-0.0192769,-0.0367599,Low
2,1,443,321,-0.0183241,-0.0144574,Low
1,1,443,321,-0.00688789,-0.0237418,Low
1,0,443,321,0.0054302,0.0206005,Low
2,0,443,321,0.00252975,0.00894754,Low
1,0,443,321,-0.0387938,-0.013717,Low
1,1,443,321,-0.0111592,-0.00651364,Low
1,1,443,321,0.00367287,0.0179136,Low
1,1,443,321,0.011625,-0.00882678,Low
2,1,443,321,0.0520182,0.00679361,Low
1,1,443,321,-0.00454915,0.0431248,Low
2,0,443,321,-0.0123945,0.00154992,Low
2,0,443,321,0.0212023,-0.0316736,Low
1,0,443,321,-0.019313,0.0143119,Low
1,1,443,321,-0.0346105,-0.018545,Low
2,0,443,321,-0.00242771,0.00607898,Low
1,1,443,321,0.00911993,-0.00285481,Low
1,0,443,321,-0.0586337,0.00925801,Low
1,0,443,321,-0.0301278,-0.0427335,Low
2,0,443,321,-0.0233076,0.00298122,Low
1,0,443,321,0.00192134,-0.00914648,Low
2,1,443,321,-0.0198646,0.0108961,Low
2,1,443,321,0.01596,-0.0279667,Low
2,0,443,321,0.0112681,-0.0127953,Low
1,0,443,321,-0.0045224,-0.01564,Low
2,0,443,321,-0.0270095,-0.0422779,Low
1,1,447,467,-0.0185378,-0.0213329,Low
1,1,447,467,-0.0138914,-0.00605648,Low
1,1,447,467,0.00427019,-0.0367469,Low
1,1,447,467,-0.0165183,-0.00875739,Low
1,1,447,467,-0.0196283,-0.00875739,Low
1,1,447,467,0.0186275,-0.00875739,Low
1,1,447,467,0.0068709,-0.00651364,Low
1,0,447,467,-0.00380645,0.00298122,Low
1,0,447,467,-0.038692,-0.00987498,Low
1,1,447,467,-0.0287033,-0.0354301,Low
1,1,447,467,0.00738478,-0.0354301,Low
1,1,447,467,-0.0210904,0.00748992,Low
1,1,447,467,-0.0118826,0.00748992,Low
1,1,447,467,0.0155828,0.0257699,Low
1,1,447,467,-0.0436209,-0.01564,Low
1,1,447,467,-0.00302333,-0.000163349,Low
1,1,447,467,-0.0146964,-0.000163349,Low
1,1,447,467,-0.00603254,-0.000918347,Low
1,1,447,467,0.00290997,-0.0422779,Low
1,1,447,467,-0.0277583,-0.0284205,Low
1,1,447,467,0.00564231,0.0313514,Low
1,1,447,467,-0.0346903,0.0313514,Low
1,1,447,467,-0.0376297,0.0221571,Low
1,1,447,467,-0.0445339,-0.0248225,Low
1,1,447,467,-0.00755827,-0.0319793,Low
1,1,447,467,-0.0242552,-0.018345,Low
1,1,447,467,-0.0334529,-0.0325757,Low
1,1,447,467,-0.0052504,-0.0102402,Low
2,1,447,467,-0.00732359,-0.0277784,Low
2,1,447,467,-0.0186167,0.024546,Low
1,1,447,467,0.00509015,-0.0065419,Low
1,1,447,467,-0.0013815,-0.0065419,Low
1,1,447,467,-0.023028,-0.0175539,Low
1,1,447,467,-0.0275648,-0.00380645,Low
2,1,447,467,-0.00344631,-0.00380645,Low
2,1,447,467,-0.0402227,-0.00380645,Low
1,0,447,467,0.00654027,-0.0424486,Low
2,1,447,467,0.00392324,-0.0424486,Low
1,1,447,467,-0.041785,-0.0185132,Low
1,1,447,467,0.0297578,-0.0168279,Low
2,1,447,467,0.0584204,-0.047189,Low
2,1,447,467,-0.0158224,-0.0221249,Low
1,1,447,467,-0.024283,-0.0346728,Low
1,0,447,467,0.0173532,-0.0346728,Low
2,1,447,467,-0.0131294,-0.0346728,Low
1,1,447,467,0.041888,0.00427019,Low
1,1,447,467,-0.0190787,0.00488724,Low
1,0,447,467,-0.0149832,0.00488724,Low
1,1,447,467,-0.0183607,-0.00508064,Low
1,1,447,467,0.0448465,-0.00508064,Low
2,1,447,467,-0.0209949,0.00940437,Low
2,1,447,467,-0.0128655,-0.00409303,Low
1,1,447,467,0.0136922,-0.0285054,Low
1,1,447,467,-0.0179709,-0.0285054,Low
1,1,447,467,0.0223415,-0.0285054,Low
1,1,447,467,-0.021904,-0.0285054,Low
1,1,447,467,-0.0176172,0.0107203,Low
2,1,447,467,-0.00218283,-0.0351052,Low
2,1,447,467,-0.00654281,-0.0351052,Low
1,1,447,467,0.0413015,-0.0138914,Low
1,1,447,467,-0.0187332,-0.0138914,Low
1,1,447,467,-0.0446396,-0.0248524,Low
1,1,447,467,0.0161154,-0.0435211,Low
2,1,447,467,0.00533199,-0.00537301,Low
1,1,447,467,-0.0338564,0.0150026,Low
1,1,447,467,-0.0123377,0.0150026,Low
1,1,447,467,-0.0129987,0.0150026,Low
2,1,447,467,0.000327378,-0.00441283,Low
1,1,447,467,0.0123664,-0.00176468,Low
2,1,447,467,0.010668,-0.00176468,Low
1,1,447,467,-0.0149622,-0.0221407,Low
1,1,447,467,-0.0129099,0.0256569,Low
1,1,447,467,0.0215104,0.000164651,Low
2,1,447,467,-0.0023809,-0.00719734,Low
2,1,447,467,0.0066061,-0.00719734,Low
1,1,447,467,-0.0327613,-0.00719734,Low
1,1,447,467,0.00344078,0.00804569,Low
1,1,447,467,-0.0130308,0.00804569,Low
2,1,447,467,0.0120386,-0.00452252,Low
1,1,447,467,-0.0304363,0.00542396,Low
2,1,447,467,-0.0287338,0.00542396,Low
2,1,447,467,-0.0030286,-0.0445339,Low
1,1,447,467,0.0122154,-0.0445339,Low
1,1,447,467,0.00512565,-0.0445339,Low
1,1,447,467,-0.0027901,-0.0189787,Low
1,1,447,467,-0.016638,-0.0189787,Low
1,1,447,467,-0.00957748,0.000673285,Low
2,1,447,467,0.010962,0.0229202,Low
1,1,447,467,0.0184886,0.0229202,Low
2,1,447,467,0.02814,0.0229202,Low
1,1,447,467,-0.0119274,0.0229202,Low
1,1,447,467,0.0299821,-0.0174209,Low
1,1,447,467,-0.0334111,-0.0100964,Low
2,1,447,467,-0.00401308,-0.0194769,Low
1,1,447,467,-0.00885111,-0.0241541,Low
1,1,447,467,-0.0157482,-0.0185378,Low
1,1,447,467,0.0109285,-0.0185378,Low
1,1,447,467,0.0203355,-0.0170521,Low
1,1,447,467,0.00845233,-0.0116791,Low
1,1,447,467,-0.0442345,-0.0187849,Low
1,1,447,467,-0.0183992,-0.00302333,Low
2,1,447,467,-0.0232589,-0.0388923,Low
2,1,447,467,-0.0323489,-0.0388923,Low
1,1,447,467,-0.0183036,0.0113288,Low
1,1,447,467,-0.017804,-0.0329637,Low
1,1,447,467,-0.02298,-0.0329637,Low
1,1,447,467,0.0333449,0.0213644,Low
1,1,447,467,0.029233,-0.0132288,Low
2,1,447,467,0.0345786,-0.0132288,Low
2,1,447,467,-0.0365612,-0.0125899,Low
1,1,447,467,-0.0153659,0.00326406,Low
1,1,447,467,0.0322605,0.0245727,Low
1,1,447,467,-0.0391458,0.0245727,Low
1,1,447,467,0.00817767,-0.0210904,Low
1,1,447,467,0.0114744,-0.0210904,Low
1,1,447,467,-0.0146859,-0.0210904,Low
1,1,447,467,-0.00192179,-0.0210904,Low
1,1,447,467,0.0026248,0.0173532,Low
1,0,447,467,-0.00717955,0.0173532,Low
1,1,447,467,-0.0156479,-0.00986658,Low
1,1,447,467,0.02259,-0.00986658,Low
2,0,447,467,-0.037416,-0.0436209,Low
2,0,447,467,0.0233641,-0.00603254,Low
2,1,447,467,-0.0300669,-0.00603254,Low
2,1,447,467,-0.0203715,0.0299821,Low
2,1,447,467,-0.0161712,0.0420091,Low
1,1,447,467,-0.0490523,-0.024045,Low
1,1,447,467,-0.0123061,-0.024045,Low
1,1,447,467,0.00504083,0.0290182,Low
1,1,447,467,0.0116686,0.0290182,Low
2,1,447,467,-0.017748,-0.0248841,Low
2,1,447,467,-0.0175685,-0.0248841,Low
1,1,447,467,0.00740333,0.0068709,Low
2,1,447,467,0.0189858,0.0068709,Low
1,1,447,467,0.00122944,0.0068709,Low
1,1,447,467,0.00213941,0.00958511,Low
1,1,447,467,-0.0194211,0.00958511,Low
1,1,447,467,-0.036131,0.00958511,Low
2,0,447,467,-0.0157451,-0.0052504,Low
1,0,447,467,-0.00891471,-0.0052504,Low
1,1,447,467,-0.00536259,-0.0052504,Low
1,1,447,467,-0.00168195,-0.0376297,Low
2,1,447,467,0.0400225,-0.00909043,Low
1,1,447,467,-0.0178345,-0.00909043,Low
1,1,447,467,0.0331799,-0.0206345,Low
1,1,447,467,-0.0350136,-0.0206345,Low
1,1,447,467,-0.00937755,-0.024283,Low
1,1,447,467,0.0264104,-0.024283,Low
1,1,447,467,-0.0133651,-0.0287033,Low
1,1,447,467,-0.0283886,-0.0245872,Low
2,1,447,467,-0.00278093,-0.0245872,Low
2,1,447,467,-0.0355559,-0.0245872,Low
2,1,447,467,-0.0252512,0.00290997,Low
2,1,447,467,-0.0333686,0.00290997,Low
2,1,447,467,-0.0209299,0.00290997,Low
1,1,447,467,0.0108448,0.00290997,Low
2,1,447,467,-0.0162362,0.00290997,Low
2,0,447,467,-0.00686849,-0.0118826,Low
1,1,447,467,-0.0233382,-0.0118826,Low
2,1,447,467,0.00218269,0.00883565,Low
2,1,447,467,-0.0284447,0.00883565,Low
1,0,447,467,-0.00126869,0.00344078,Low
2,1,447,467,0.00436531,-0.0119274,Low
2,1,447,467,0.000534295,-0.0119274,Low
2,0,447,467,0.00752789,0.0186275,Low
1,0,447,467,-0.013395,0.0124036,Low
1,1,447,467,-0.0168962,-0.0139712,Low
1,1,447,467,-0.0260488,-0.0149622,Low
2,1,447,467,-0.0150292,-0.0149832,Low
1,1,447,467,-0.037413,-0.0013815,Low
1,1,447,467,-0.024301,-0.0013815,Low
2,0,447,467,-0.0141133,-0.00845951,Low
2,0,447,467,-0.0239635,-0.00845951,Low
1,0,447,467,0.000242995,-0.0253554,Low
1,1,447,467,-0.0421952,-0.0253554,Low
2,0,447,467,-0.0129201,-0.0253554,Low
1,1,447,467,-0.0028834,-0.0246147,Low
1,1,447,467,0.0304432,-0.0246147,Low
2,1,447,467,-0.0278679,-0.0133831,Low
1,1,447,467,0.000738019,-0.0129099,Low
1,0,447,467,-0.018499,0.00512565,Low
1,1,447,467,0.0045062,0.00512565,Low
2,0,447,467,-0.046166,0.00654027,Low
1,0,447,467,-0.0230462,0.00654027,Low
1,1,447,467,-0.0146677,-0.00957748,Low
1,1,447,467,-0.0432973,-0.00957748,Low
2,1,447,467,-0.0073361,-0.00957748,Low
2,1,447,467,-0.0353828,0.0215104,Low
1,1,447,467,0.000367963,0.0215104,Low
2,1,447,467,-0.0157166,0.0215104,Low
1,1,447,467,0.0114735,0.0215104,Low
2,1,447,467,0.00430867,-0.0130308,Low
1,1,447,467,0.0187639,-0.0130308,Low
1,1,447,467,-0.0303701,-0.0327613,Low
2,1,447,467,-0.0162159,-0.0327613,Low
1,1,447,467,-0.0042313,-0.0327613,Low
1,1,447,467,-0.000700668,-0.0183992,Low
1,1,447,467,-0.0202121,-0.0183992,Low
1,1,447,467,-0.0187473,-0.0123061,Low
1,1,447,467,-0.0211708,-0.0123061,Low
2,0,447,467,-0.0418431,-0.02298,Low
1,1,447,467,-0.0136186,-0.02298,Low
2,1,447,467,-0.0411825,0.0108448,Low
1,1,447,467,-0.00472758,0.0108448,Low
1,1,447,467,-0.018568,0.0108448,Low
1,1,447,467,-0.0237794,0.00509015,Low
2,0,447,467,0.0538261,0.0116686,Low
1,1,447,467,-0.0113307,0.0116686,Low
1,1,447,467,-0.0402059,-0.00755827,Low
1,1,447,467,0.0190049,-0.00755827,Low
2,0,447,467,-0.0213793,0.00122944,Medium
1,1,447,467,0.00487464,0.00122944,Medium
1,0,447,467,-0.0128189,-0.00885111,Medium
2,0,447,467,0.0307839,-0.0334529,Medium
1,0,447,467,-0.00118202,-0.0334529,Medium
1,1,447,467,-0.00763617,-0.0334111,Medium
1,1,447,467,-0.0113689,-0.0334111,Medium
1,1,447,467,0.000103342,-0.0334111,Medium
1,1,447,467,-0.013541,-0.0334111,Medium
1,1,447,467,-0.0145236,-0.0123377,Medium
1,1,447,467,-0.00782839,-0.0123377,Medium
2,1,447,467,-0.0392604,-0.021904,Medium
1,1,447,467,-0.0143444,0.0333449,Medium
1,1,447,467,0.00593796,0.0448465,Medium
1,1,447,467,-0.0195883,-0.041785,Medium
2,1,447,467,0.0164811,-0.041785,Medium
2,0,447,467,0.128203,-0.0095729,Medium
1,1,447,467,0.0517697,0.0263476,Medium
1,1,447,467,-0.00398424,0.0290397,Medium
1,1,447,467,-0.0107245,-0.0270552,Medium
2,0,447,467,0.0368133,-0.0270552,Medium
2,1,447,467,0.0123683,-0.036066,Medium
2,1,447,467,-0.00481346,-0.0285875,Medium
1,1,447,467,0.00255045,-0.0318351,Medium
1,1,447,467,0.00482334,0.0322605,Medium
1,1,447,467,-0.0140923,0.0322605,Medium
1,1,447,467,-0.00320401,0.0122154,Medium
1,1,447,467,0.00677413,0.0122154,Medium
2,1,447,467,0.0146077,0.0122154,Medium
1,0,447,467,0.001319,0.00817767,Medium
1,1,447,467,0.00752904,0.0161154,Medium
2,0,447,467,-0.00946144,0.00738478,Medium
2,0,447,467,-0.0310269,0.0203355,Medium
1,1,447,467,-0.0304385,0.00564231,Medium
1,1,447,467,0.00125301,0.00564231,Medium
1,0,447,467,0.0213455,0.00564231,Medium
2,NA,447,467,0.027651,-0.0346903,Medium
1,1,447,467,-0.00467688,-0.0346903,Medium
2,1,447,467,-0.00327415,-0.023028,Medium
1,0,447,467,-0.0346487,-0.00490625,Medium
1,0,447,467,-0.0318789,-0.0379984,Medium
2,1,447,467,0.0268758,0.0109285,Medium
2,1,447,467,-0.00722859,0.0109285,Medium
1,1,447,467,-0.00791414,-0.017804,Medium
1,NA,447,467,0.034388,0.0155828,Medium
2,1,447,467,-0.00325834,0.0155828,Medium
2,0,447,467,-0.0199466,-0.00536259,Medium
2,0,447,467,0.0390841,-0.00536259,Medium
2,1,447,467,-0.00794592,-0.013541,Medium
2,1,447,467,0.0519227,-0.0194211,Medium
1,1,447,467,0.0333917,-0.00937755,Medium
1,0,447,467,-0.00694165,-0.0176172,Medium
1,1,447,467,0.0289534,-0.0190787,Medium
1,1,447,467,0.0150871,-0.0190787,Medium
2,1,447,467,-0.0084611,0.0045062,Medium
2,1,447,467,-0.0122869,0.0045062,Medium
1,1,447,467,-0.0484138,-0.0129987,Medium
2,1,447,467,-0.0167675,-0.0129987,Medium
1,1,447,467,-0.00363785,0.0184886,Medium
2,1,447,467,0.00253087,0.0123664,Medium
1,1,447,467,-0.0298248,0.0123664,Medium
1,1,447,467,0.00672584,0.0331799,Medium
1,1,447,467,0.00353623,-0.0277583,Medium
1,1,447,467,0.0144516,0.0114735,Medium
2,1,447,467,-0.0134,0.0114735,Medium
1,1,447,467,-0.00402613,0.0114735,Medium
1,0,447,467,-0.010439,0.0269187,Medium
2,1,447,467,0.0108192,-0.0172935,Medium
1,1,447,467,-0.019922,-0.00752943,Medium
1,1,447,467,0.00381221,-0.0260488,Medium
2,0,447,467,-0.0152904,-0.00670889,Medium
1,1,447,467,-0.00672276,-0.00355306,Medium
1,1,447,467,0.0391579,0.00237359,Medium
1,1,447,467,-0.0250727,0.00237359,Medium
1,1,447,467,0.0453168,-0.0155773,Medium
2,1,447,467,-0.00126176,-0.0199864,Medium
2,1,447,467,-0.018476,-0.0406533,Medium
1,0,447,467,0.0360305,-0.0406533,Medium
1,1,447,467,0.02744,0.000922862,Medium
2,1,447,467,0.0145131,-0.00467241,Medium
2,1,447,467,-0.0104819,-0.00109023,Medium
2,0,447,467,-0.00533627,-0.00905184,Medium
2,1,447,467,-0.0258474,-0.0103979,Medium
1,1,447,467,-0.0262776,-0.0103979,Medium
1,1,447,467,-0.0230226,-0.0256683,Medium
1,1,447,467,-0.0236169,0.0114774,Medium
1,0,447,467,-0.0141643,-0.0142776,Medium
1,0,447,467,-0.0287967,-0.0142776,Medium
1,1,447,467,0.00447298,-0.00181751,Medium
1,1,447,467,-0.00661591,0.000188545,Medium
2,0,447,467,0.00487916,-0.0391458,Medium
1,1,447,467,0.0116365,-0.0183036,Medium
2,0,447,467,0.0324933,-0.0178345,Medium
2,0,447,467,0.0432386,-0.0432973,Medium
1,1,447,467,0.0341559,0.0114744,Medium
2,1,447,467,-0.0133646,-0.0283886,Medium
1,0,447,467,-0.00328757,0.029233,Medium
1,0,447,467,-0.00990706,-0.0490523,Medium
2,0,447,467,-0.0026088,0.00125301,Medium
1,1,447,467,-0.00720477,-0.0303701,Medium
1,1,447,467,-0.000333167,-0.0126274,Medium
2,1,447,467,0.0178228,0.000367963,Medium
1,1,461,325,0.0191145,-0.0149599,Medium
1,1,461,325,-0.0325757,-0.00476325,Medium
1,1,461,325,-0.0142433,-0.0156891,Medium
1,1,461,325,-0.0185378,-0.0213329,Medium
2,1,461,325,-0.0273954,-0.0193244,Medium
2,1,461,325,0.0237033,-0.022453,Medium
1,1,461,325,-0.0422779,-0.00910843,Medium
2,1,461,325,0.0122853,-0.0298745,Medium
1,1,461,325,0.00298122,-0.00112828,Medium
1,1,461,325,-0.0169381,-0.0194843,Medium
1,1,461,325,-0.0171053,-0.0679467,Medium
1,1,461,325,0.0308941,-0.0205386,Medium
1,NA,461,325,-0.0193991,-0.0420903,Medium
1,1,461,325,-0.0336857,-0.00298911,Medium
1,1,461,325,-0.0144918,-0.00298911,Medium
1,1,461,325,-0.0102402,0.0193951,Medium
1,1,461,325,-0.00651364,0.0204674,Medium
1,1,461,325,0.018656,0.0204674,Medium
1,1,461,325,-0.0437647,-0.0115608,Medium
1,1,461,325,0.0147903,-0.045707,Medium
1,1,461,325,-0.00450171,-0.0196544,Medium
1,1,461,325,0.0157588,0.0365382,Medium
1,1,461,325,-0.0237038,0.0566218,Medium
1,0,461,325,-0.026606,-0.0474636,Medium
1,1,461,325,-0.000918347,-0.0300859,Medium
1,1,461,325,0.000887011,-0.00115031,Medium
1,1,461,325,-0.0367599,0.0444078,Medium
1,1,461,325,0.0150026,-0.0166915,Medium
1,NA,461,325,0.0400535,-0.0166915,Medium
1,1,461,325,-0.0199272,0.0305395,Medium
2,1,461,325,0.0161721,0.00410781,Medium
1,1,461,325,-0.000163349,-0.0143185,Medium
1,1,461,325,0.0420091,-0.0143185,Medium
1,1,461,325,-0.0319793,-0.0143185,Medium
1,1,461,325,0.00542396,-0.0143185,Medium
1,1,461,325,0.0021071,0.0121915,Medium
1,1,461,325,-0.0516398,0.0121915,Medium
1,1,461,325,-0.00987498,0.044664,Medium
1,1,461,325,-0.00778307,0.044664,Medium
1,0,461,325,0.00679361,-0.00223706,Medium
1,1,461,325,0.00748992,-0.00223706,Medium
1,1,461,325,-0.0176457,-0.0177367,Medium
1,1,461,325,-0.0346728,-0.0203103,Medium
1,1,461,325,-0.0248524,-0.0294898,Medium
1,1,461,325,0.0301612,-0.0294898,Medium
1,1,461,325,0.00428412,-0.0294898,Medium
1,1,461,325,-0.0194769,0.00265591,Medium
1,1,461,325,0.0107428,-0.0369377,Medium
2,1,461,325,0.00774117,0.0035052,Medium
1,1,461,325,-0.0170521,0.00906772,Medium
1,1,461,325,-0.0175539,0.00906772,Medium
1,1,461,325,0.00804569,0.00906772,Medium
1,1,461,325,-0.00482683,0.00906772,Medium
1,0,461,325,0.0417011,-0.0232324,Medium
2,1,461,325,-0.00153608,-0.0336857,Medium
1,1,461,325,-0.0277784,-0.0336857,Medium
2,1,461,325,0.0169919,-0.00605648,Medium
1,1,461,325,-0.047189,-0.00605648,Medium
1,1,461,325,-0.0138914,-0.00605648,Medium
1,1,461,325,-0.0229614,-0.0621841,Medium
2,0,461,325,0.00703567,-0.0621841,Medium
2,1,461,325,0.0011481,-0.0621841,Medium
1,1,461,325,0.000165758,0.0232259,Medium
1,1,461,325,0.00466271,0.0373364,Medium
1,1,461,325,-0.0241541,0.0373364,Medium
1,1,461,325,0.00925801,-0.0437647,Medium
1,1,461,325,-0.034782,-0.0437647,Medium
2,1,461,325,0.0273881,-0.0437647,Medium
1,1,461,325,-0.00849013,-0.0437647,Medium
2,1,461,325,-0.0188642,-0.0437647,Medium
1,1,461,325,-0.0325686,0.0130153,Medium
1,1,461,325,-0.0065419,0.0226486,Medium
1,1,461,325,-0.0277001,-0.0169381,Medium
2,1,461,325,-0.0168864,-0.0169381,Medium
1,1,461,325,-0.00276631,-0.0169381,Medium
1,1,461,325,-0.018345,-0.0367469,Medium
1,1,461,325,0.00427019,-0.0367469,Medium
1,1,461,325,-0.0354301,-0.0199272,Medium
1,1,461,325,-0.00599403,-0.0199272,Medium
2,1,461,325,0.0868171,-0.0199272,Medium
1,1,461,325,0.0221571,-0.0199272,Medium
1,1,461,325,0.00488724,0.0150971,Medium
2,1,461,325,-0.00461285,0.0387321,Medium
1,1,461,325,-0.014721,0.0387321,Medium
2,1,461,325,0.0831494,0.0387321,Medium
1,1,461,325,-0.0364564,0.0417011,Medium
1,1,461,325,-0.0221249,-0.0237038,Medium
1,1,461,325,0.024546,-0.0237038,Medium
1,1,461,325,0.00281088,-0.0237038,Medium
2,1,461,325,0.000749731,-0.0237038,Medium
1,1,461,325,-0.0165183,-0.00875739,Medium
1,1,461,325,-0.0174209,-0.00875739,Medium
1,1,461,325,0.0138762,-0.00875739,Medium
1,1,461,325,0.0186275,-0.00875739,Medium
1,1,461,325,-0.0175016,-0.0367599,Medium
1,1,461,325,-0.0116791,-0.0367599,Medium
1,1,461,325,-0.0168279,-0.0135042,Medium
1,1,461,325,-0.00452252,0.00894754,Medium
1,1,461,325,-0.00441283,-0.013717,Medium
2,1,461,325,-0.0311583,-0.00651364,Medium
1,1,461,325,0.0068709,-0.00651364,Medium
1,1,461,325,0.00367287,0.0179136,Medium
1,1,461,325,-0.0424486,0.00679361,Medium
1,1,461,325,0.0229412,0.00679361,Medium
1,1,461,325,-0.0327553,0.00679361,Medium
